iShares Russell 1000 ETF
Fund Holdings as of,"Sep 18, 2023"
Inception Date,"May 15, 2000"
Shares Outstanding,"123,900,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","36,639,552.36","0.12","36,639,552.36","182,577.00","200.68","United States","NASDAQ","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","36,622,879.80","0.12","36,622,879.80","293,735.00","124.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","36,388,004.78","0.12","36,388,004.78","156,098.00","233.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","35,712,947.20","0.12","35,712,947.20","2,894,080.00","12.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","35,639,684.11","0.12","35,639,684.11","145,867.00","244.33","United States","NASDAQ","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","35,423,122.98","0.12","35,423,122.98","384,783.00","92.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","35,021,414.40","0.12","35,021,414.40","121,856.00","287.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","34,552,539.78","0.11","34,552,539.78","630,751.00","54.78","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","34,474,151.58","0.11","34,474,151.58","75,646.00","455.73","United States","NASDAQ","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","34,391,563.62","0.11","34,391,563.62","184,881.00","186.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","34,149,326.28","0.11","34,149,326.28","443,959.00","76.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","34,126,547.68","0.11","34,126,547.68","514,574.00","66.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","34,070,317.65","0.11","34,070,317.65","166,905.00","204.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","34,014,760.80","0.11","34,014,760.80","166,960.00","203.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","34,016,090.91","0.11","34,016,090.91","462,741.00","73.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","33,831,176.40","0.11","33,831,176.40","158,445.00","213.52","United States","NASDAQ","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","33,717,942.24","0.11","33,717,942.24","1,011,336.00","33.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","33,690,211.80","0.11","33,690,211.80","13,358.00","2,522.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","33,641,159.76","0.11","33,641,159.76","38,664.00","870.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","33,415,584.30","0.11","33,415,584.30","614,370.00","54.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HES","HESS CORP","Energy","Equity","33,329,097.60","0.11","33,329,097.60","204,976.00","162.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","33,178,288.80","0.11","33,178,288.80","537,910.00","61.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","32,889,702.81","0.11","32,889,702.81","63,897.00","514.73","United States","NASDAQ","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","32,549,796.06","0.11","32,549,796.06","377,214.00","86.29","United States","NASDAQ","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","32,394,039.86","0.11","32,394,039.86","444,119.00","72.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","32,140,845.66","0.11","32,140,845.66","182,847.00","175.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","31,649,498.40","0.10","31,649,498.40","477,368.00","66.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","31,233,752.16","0.10","31,233,752.16","115,732.00","269.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","31,226,960.13","0.10","31,226,960.13","81,573.00","382.81","United States","NASDAQ","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","31,146,139.71","0.10","31,146,139.71","393,309.00","79.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","31,096,647.71","0.10","31,096,647.71","366,749.00","84.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","31,066,670.40","0.10","31,066,670.40","248,295.00","125.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","30,976,990.95","0.10","30,976,990.95","317,615.00","97.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","30,929,304.36","0.10","30,929,304.36","118,644.00","260.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","30,897,181.76","0.10","30,897,181.76","549,088.00","56.27","United States","NASDAQ","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","30,882,229.51","0.10","30,882,229.51","896,957.00","34.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","30,768,190.15","0.10","30,768,190.15","394,717.00","77.95","United States","NASDAQ","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","30,730,209.18","0.10","30,730,209.18","476,733.00","64.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","30,533,933.40","0.10","30,533,933.40","380,580.00","80.23","United States","NASDAQ","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","30,306,868.38","0.10","30,306,868.38","730,462.00","41.49","United States","NASDAQ","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","30,151,570.40","0.10","30,151,570.40","56,560.00","533.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","30,123,194.20","0.10","30,123,194.20","318,427.00","94.60","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","29,874,187.08","0.10","29,874,187.08","614,316.00","48.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","29,810,532.08","0.10","29,810,532.08","72,737.00","409.84","United States","NASDAQ","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","29,302,351.65","0.10","29,302,351.65","484,737.00","60.45","United States","NASDAQ","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","29,237,526.45","0.10","29,237,526.45","178,987.00","163.35","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","29,101,440.24","0.10","29,101,440.24","189,759.00","153.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","29,098,249.24","0.10","29,098,249.24","505,529.00","57.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","28,973,060.41","0.10","28,973,060.41","246,223.00","117.67","United States","NASDAQ","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","28,738,150.01","0.09","28,738,150.01","185,803.00","154.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","28,671,800.40","0.09","28,671,800.40","433,764.00","66.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","28,511,187.78","0.09","28,511,187.78","277,941.00","102.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","28,486,673.20","0.09","28,486,673.20","136,072.00","209.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","28,203,990.30","0.09","28,203,990.30","169,038.00","166.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","28,162,932.85","0.09","28,162,932.85","219,937.00","128.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","28,116,346.96","0.09","28,116,346.96","659,389.00","42.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","28,030,630.33","0.09","28,030,630.33","977,699.00","28.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","28,011,693.24","0.09","28,011,693.24","630,468.00","44.43","United States","NASDAQ","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","27,768,115.86","0.09","27,768,115.86","520,197.00","53.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","27,594,780.12","0.09","27,594,780.12","237,252.00","116.31","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","27,380,918.70","0.09","27,380,918.70","60,810.00","450.27","United States","NASDAQ","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","27,378,755.75","0.09","27,378,755.75","239,639.00","114.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","27,277,621.92","0.09","27,277,621.92","748,152.00","36.46","United States","NASDAQ","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","27,201,976.62","0.09","27,201,976.62","524,426.00","51.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","27,087,794.34","0.09","27,087,794.34","284,252.00","95.30","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","27,043,092.18","0.09","27,043,092.18","398,513.00","67.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","26,942,727.44","0.09","26,942,727.44","1,278,118.00","21.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","26,846,638.00","0.09","26,846,638.00","77,350.00","347.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","26,837,135.00","0.09","26,837,135.00","105,950.00","253.30","United States","NASDAQ","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","26,746,810.72","0.09","26,746,810.72","241,528.00","110.74","United States","NASDAQ","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","26,711,041.14","0.09","26,711,041.14","270,054.00","98.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","26,664,802.02","0.09","26,664,802.02","496,274.00","53.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","26,491,708.22","0.09","26,491,708.22","374,071.00","70.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","26,416,175.04","0.09","26,416,175.04","207,072.00","127.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMW","VMWARE CLASS A INC","Information Technology","Equity","26,390,269.10","0.09","26,390,269.10","158,834.00","166.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","26,152,385.70","0.09","26,152,385.70","372,435.00","70.22","United States","NASDAQ","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","26,077,481.71","0.09","26,077,481.71","323,101.00","80.71","United States","NASDAQ","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","26,074,757.40","0.09","26,074,757.40","169,097.00","154.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","25,952,505.60","0.09","25,952,505.60","579,297.00","44.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","25,953,065.32","0.09","25,953,065.32","105,406.00","246.22","United States","NASDAQ","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","25,839,548.31","0.09","25,839,548.31","169,473.00","152.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","25,821,355.56","0.09","25,821,355.56","228,124.00","113.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","25,768,981.01","0.08","25,768,981.01","154,333.00","166.97","United States","NASDAQ","USD","1.00","USD","-"
"MRNA","MODERNA INC","Health Care","Equity","25,702,168.56","0.08","25,702,168.56","246,804.00","104.14","United States","NASDAQ","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","25,446,829.50","0.08","25,446,829.50","1,470,915.00","17.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","25,314,376.04","0.08","25,314,376.04","338,518.00","74.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","25,107,536.58","0.08","25,107,536.58","438,483.00","57.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","24,866,110.02","0.08","24,866,110.02","305,518.00","81.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","24,825,971.08","0.08","24,825,971.08","104,162.00","238.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","24,670,728.28","0.08","24,670,728.28","1,449,514.00","17.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","24,439,869.13","0.08","24,439,869.13","216,877.00","112.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","24,387,027.63","0.08","24,387,027.63","139,251.00","175.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","24,361,016.29","0.08","24,361,016.29","84,373.00","288.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","24,246,388.80","0.08","24,246,388.80","201,048.00","120.60","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","23,787,491.36","0.08","23,787,491.36","298,388.00","79.72","United States","NASDAQ","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","23,755,594.50","0.08","23,755,594.50","192,665.00","123.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","23,746,177.20","0.08","23,746,177.20","586,760.00","40.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","23,716,856.50","0.08","23,716,856.50","704,810.00","33.65","United States","NASDAQ","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","23,569,803.54","0.08","23,569,803.54","406,446.00","57.99","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","23,492,558.21","0.08","23,492,558.21","256,553.00","91.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FERG","FERGUSON PLC","Industrials","Equity","23,450,884.64","0.08","23,450,884.64","152,536.00","153.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","23,260,248.00","0.08","23,260,248.00","469,904.00","49.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","23,183,825.65","0.08","23,183,825.65","422,215.00","54.91","United States","NASDAQ","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","23,050,210.32","0.08","23,050,210.32","108,492.00","212.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","22,989,664.80","0.08","22,989,664.80","173,520.00","132.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
